index,ratings,reviews
509,4,Mobile is good but .............
510,4,"Good Design and great Display
camera is ok
Overall value for money in this prize rang."
511,4,Good inough
512,4,Overall good in all aspect
513,4,Good phone love ❤
514,4,Very good product but processor is low
515,4,Good for normal gaming not for heavy gaming
516,4,Good
517,4,Good
518,4,"Camera is so good ,,♥️
Battery charging time approx 2.30 hrs"
519,4,Camera Best hai....
520,4,Nice mobile
521,4,good
522,4,Osm
523,4,Very good
524,4,"I like the product
1 star less for it's battery life
Other wise it is very good"
525,4,Okay
526,4,Good quality mobile phone
527,4,Good product
528,4,Nice product
529,4,Good product and thanks for Flipkart
530,4,Nice
531,4,Superrrr
532,4,"Phone is good, regular updates and nice battery backup and screen quality."
533,4,Good battery backup and ultra smooth disply
534,4,Good
535,4,"Nice mobile phone on this price, everything is good buy it blindly, awesome I like it very much..."
536,4,Excellent
537,4,very good
538,4,Good quality
539,4,Good product 👍
540,4,Good at this price Range
541,4,Phone is good but performance and camera could be better.
542,4,Good
543,4,Nice
544,4,Awesome phone in the budget
545,4,"Valuable. Thanx Flipkart

For fast delivery

Good quality 💯"
546,4,nice
547,4,Black screen issue is coming while calling and receiving any call . Realme team should resolve this in this Mobil.
548,4,A good phone in this price
549,4,I really like this phone. It justify its price...
550,4,Good
551,4,Very nice
552,4,At this price range this is good phone.
553,4,"This phone is for average user. Battery life is only upto 10 hours with moderate usage.

Display, Battery and charging speed would have been better in this price range."
554,4,The build quality is an issue for me but overall a good package at this attractive price. And also camera is not really that appealing.
555,4,Awesome product
556,4,Nice product
557,4,value for money
558,4,Very good mobile
559,4,"Look wise is good, camera in days is perfect, but in night not so clear."
560,4,Value for money
561,4,Best products and value for money.
562,4,"best ph in this budget...
you can buy it"
563,4,"Value for money.. camera, battery, performance all are good.."
564,4,Good
565,4,Cam clarity average
566,4,Osm in this range
567,4,"Display is very good because it has 120 hz and performance is also good I'll play bgmi for 5,6 hours in a day I feel little much lag in last 1 hour for heating and you have to play game in this with screen recording you have to play 1,3 hours without heating last thing phone is good for normal gaming and it has a fps meter in screen when you playing game"
568,4,Looking Much better 🥰🥰 overall 4.1Rating
569,4,According to value mobile will be parfect
570,4,Good phone
571,4,Good and very smooth
572,4,Best product
573,4,Best products
574,4,Nice 👍
575,4,AWESOME
576,4,Nice cam
577,4,Nice phone at this price range.... Camera is good and overall performance is good
578,4,"camera is good
battery backup is ok
but the phone heats alot"
579,4,Good product. Value for money.
580,4,Nice mobile I love it
581,4,Not bad ....
582,4,Good
583,4,Good mobile
584,4,Good product
585,4,"Video recording mode is not good , too much noise
Everything else is amazing the selfie and rear camera are amazing , just the video recording problem.
And the app camera mx keeps crashing"
586,4,Good product
587,4,"1 performance
2 design
3 camera
Above 3 is very good. my suggest is girls can take
This phone.
It is value of money if u r user of above 3."
588,4,"Camera is good
Display good
Battery backup fine"
589,4,Ok
590,4,"Pro:
1. Camera
2. Display
3. Performance
4. Battery
Cons:
1. Notification led missing
2. Back camera flashlight very very low power
Otherwise good mobile and value for money"
591,4,Awesome look
592,4,Good product
593,4,Very good profome for Pubg
594,4,Best phone at this price range.I am writing review after 6 day no issue everything is good 😃
595,4,Charger output 👎👎👎 it's take 2.5+ hour to full chargep
596,4,Nice
597,4,Superb
598,4,Good product in this range. Camera quality and performance is good.
599,4,I like this camara and performance
600,4,Best mobile
601,4,Very nice
602,4,Nyc
603,4,"120hz is really smooth
Charging is too late
Camera is decent for this price range"
604,4,good mobile
605,4,Gud
606,4,Good
607,4,Camera need to be improve.... overall nice Phone
608,4,Good phone
609,4,Nice one
610,4,"Good Mobile @
Rs10799."
611,4,"Slow charging, I brought it for camera purpose, if u can go with Redmi"
612,4,Stylish luck phone. camera normal and others all good performance
613,4,"Value for money
Nice product
Good choice"
614,4,Nice mobile..i love it.
615,4,Nice 👍
616,4,I never fell that extreme smoothness ever before and the while i am playing free fire no lags are face even at ultra graphics
617,4,Very beautiful mobile 📱 for low budget
618,4,Value for money
619,4,"I purchased on big billion days and for that offer price it is value for money.
Display, battery are the most i like from the device."
620,4,5th class delivery (-5 deliveryrate out of 5)
621,4,Good set
622,4,Value for money
623,4,Good
624,4,Nice
625,4,Good
626,4,Ok
627,4,Best budget smartphone..
628,4,Good product
629,4,Excellent
630,4,"Camera If you love Samsung camera then it's not for you apart from that its best in this budget full out of full
2 Battery 5000 mah with 12nm processor bit of heat after long usage. GOOD IN THIS RANGE
3 DISPLAY 120HZ = battery discharge soon 3.5/5 for display
G96 is little bit better then g95 so performance is good.
Charging is OK
So overall this is best phone if you get it around 11000rs for 4 gb variant"
631,4,"This phone is pretty good...
I found that the display is very good at such a low price. It's 120 hz and it is very smooth and good.
The battery is nice and usually lasts 6 hrs even with 120 hz default, although it takes a while to charge.
I found that the the processor is very good and can handle games and day to day tasks
I even found that the haptic moter is very good...
But the two things I didn't like a about this is the Camera and the bloatware
The camera sometimes mess up and there is o...
READ MORE"
632,4,Good value for money
633,4,"Designed for moderate users.
Don't high your hopes if you are a heavy user.
Overall a BEST phone in this price segment i would recommend to anyone."
634,4,Good
635,4,"Thanks flip kart for this phone,It's each n every things is good."
636,4,Overall nice
637,4,Good
638,4,Good quality
639,4,Very good
640,4,Nice
641,4,Good
642,4,Good
643,4,Value for money goodproduct. Best deal for flipkart. Thanks for flipkart.
644,4,Good phone
645,4,good
646,4,Nice
647,4,Nice
648,4,Good luck
649,4,Superb Best Buy In Billion Days
650,4,"Selfie camera is very good.
Front camera is average.
Look and design awesome.
Performance is decent.
If you want a good camera phone then don't buy it.Expect that I strongly recommend this phone at this price range."
651,4,Realme 8i smart phone good product
652,4,All Good
653,4,"Very good device
Only auto brightness was not that good."
654,4,Grt phones
655,4,120hz display smooth experience and big display and camera good
656,4,Nice phone
657,4,Good budget phone
658,4,Nice
659,4,Nice phone Good camera and battery is also good and charging is slow takes 2.5 hr to charge and camera is nice.
660,4,Nice
661,4,Excellent phone...
662,4,nice
663,4,This is really amazing product and value of money
664,4,Value for money service is good thanks to flipkart
665,4,"After using it for 2 days writing reviews.
Pros :
1. Display is very good.
2. UI is good.

Cons. :
1. Camera is performing poor in night and low light.
2. Phone is laging sometime.
4. Auto brightness features not working properly."
666,4,Good camera quality
667,4,Best phone in price
668,4,Nice product performance is better full value for money
669,4,Not excellent not average but better than average
670,4,Now this price buy more powerful smartphone but realme is my favourite bnd so i go this one
671,4,It is my one day experience the mobile is very good and camera is very good .good mobile to buy at this price segment
672,4,Very nice
673,4,Good phone
674,4,Good quality of product value of money
675,4,"Cons:
1) 4/64 variant doesn't support vertual RAM support which company falsely claimed.
2)Front Bokeh camera mood pathatic, front camera in Bokeh take picture seems picture taken from faraway from the subject.
3) Realme is falsely claimed in the introduction that VARTUAL RAM expension is for all Realme 8i devices,this most withdraw from 4/64 variant.
Pros:
1) Decent smoth experience
2)Decent Front and Back cameras 🤳 you can take awesome pictures in day and night as well.
3)Good Battery 🔋 l...
READ MORE"
676,4,Nice phone to have in this budget
677,4,Product is very good
678,4,Nice product
679,4,"Good product this range
Awosme phone 😍😍
Very fast delivery 🚚"
680,4,"Battery back up of this phone is not good , where as 5000 battery. Other wise phone is good."
681,4,Nice phone in low price
682,4,Low light camera is very good 👌
683,4,Loved it
684,4,Nice phone I'm very glad to using the system nd processer is very nice
685,4,Best mobile in this price range.
686,4,Goid
687,4,Good
688,4,Good performance
689,4,Processor is best for this price range
690,4,Nice phone
691,4,Good product 👍
692,4,Looking Good Performance are Good
693,4,Good for rough use
694,4,Good product
695,4,Good
696,4,"Nice mobile in 12000 range.
All are working fine after one week.
Camera , display and performance all are expected as normal.
Battery 🔋 unbelievable time to take.Good backup also.
Price in this range good for me."
697,4,Good
698,4,I like it...but 18w fast charger is not enough...it takes more than 2:30 min for full charge... overall phone performance and other functions are good in this price...
699,4,Good performance
700,4,"It was good but, there is some software issue every time I slide the notification bar there is a glitch black&white crisscross lining all over the display..."
701,4,Nice set
702,4,Battery drains to fast and take to much time in charging back but overall performance is impressive.
703,4,Awesome
704,4,Best smartphone in this price range
705,4,Charging time more than 2 hours
706,4,Good but I booked high price
707,4,I recommend to realme plz concentrate your camera performance .
708,4,But gaming experience is superb
709,4,"decent phone,back camera is like normal over saturated ,but front camera is awesome,and there is not 4k video recording ,so performance is good,u can go for it ,if you want a decent phone"
710,4,Nice camera
711,4,Mobile is good but back camera not good quality
712,4,Good
713,4,Good
714,4,"Nice look , Performance wise good , battery is good.display is good quality."
715,4,Very excellent phone i impressed it😌
716,4,Little bit disappointed about flashlight otherwise everything is great at this price.
717,4,One word amazing nothing else and again thnkssssssssssssssss Flipkart....❤️
718,4,Very good
719,4,Overall it's good...
720,4,Good phone highly recommend..
721,4,Everything is perfect but battery drain faster .
722,4,Good
723,4,Nice product
724,4,I got this phone in 8500 at this price I don't have any issues phone is good specially display and camera and battery is ok compared to my Poco M2 pro. After using 1 week phone is good no issues best for parents.
725,4,Ok ok
726,4,Best in this price segment ☺️
727,4,Super cute
728,4,Smart phone best quality
729,4,Good...
730,4,Value for money
731,4,"Value for money , awesome display"
732,4,Good product
733,4,"I am writing this review Just 1 day after the delivery. Phone is nice and smooth. Big screen and good camera. Battery is not much lasting, doesn't feel like 5000mah. My previous realme3i 4000mah battery lasts longer than this."
734,4,NYC phne
735,4,Very good
736,4,"Wery good performance
Camera features wery good."
737,4,Good camera
738,4,As Expected
739,4,The product is well good . The phone is very good and light weight .. best phone under my segment.. i love the product..
740,4,Nice phone but charger watt is less
741,4,"The phone is good ...lookwise it's awesome ,but the camera is both that good comparing to other 50 megapixel phones .."
742,4,Good
743,4,Value for money
744,4,Nice
745,4,"Realme 8i is Good Phone 📱 but not excellent.
1. Camera quality good (Rear and front).
2.battery backup is Good.
3. Display is good.
4. Sound quality is good.
5. Processor is Good

A to z Good , I bought this phone 📱 12999
Thank you flipkart 😊😊"
746,4,Nice product 👍
747,4,Profermence good
748,4,Good
749,4,Great purchase on BBD
750,4,Great phone under 13k
751,4,"Over all good looking phone
But camara is so bad
Display is adjustable
Battery is good
Light weight and comfortable
Good processor i think performance is not bad"
752,4,Best in the price range and best to buy in the BBD
753,4,Nice mobile
754,4,Good luck
755,4,"Phone is very good working, awesome camara but not fast charging...."
756,4,Nice display and camera
757,4,Good
758,4,Average phone
759,4,Very good product....
760,4,Good Mobile
761,4,Good
762,4,Everything is ok on this phone..but the charger quality is low....they should provide us minimum 30w charger...on the other hand this quite good infact best in the market on the price besis.
763,4,Nice
764,4,To reach 10-100% it is taking 2hr 15min instead of taking less than 2hrs what is the reason
765,4,Good
766,4,Space Black color🎨
767,4,"Appearance: it looks great

Camera: back camera is good but can be batter for 50MP . Takes good portraits but not good for landscape photography.
It takes very good picture in night.

Battery: 5000mAh battery is not sufficient for its processor but perform good.

Display: realme 8i comes with 120 hz refresh rate full hd display which make your experience awesome with videos and games

Performance:
Overall phone is good for this range I bought it for INR 11999 only."
768,4,"Realme 8i is a good phone with power-packed performance,back camera is good but front camera is little down & battery performance is also good....overall it's value for money."
769,4,Phone is good but back camera is not too good.
770,4,"Nlce phone in the range of 13 k
Good camera quality and good battery backup.
With 120Hz display it's smooth and fast"
771,4,Best performance...and nice smartphone thanks to Flipkart ...Amit kumar Thakur paroo muzaffarpur Bihar
772,4,Overall good phone in this range
773,4,Niceand smart mobile
774,4,Good
775,4,Very good phone
776,4,Overall a good value for money purchased
777,4,Good
778,4,Everything is good except camera 📸 it's not good at all very disappointing 😡😡😡😡😡😡😡😡😡
779,4,Good
780,4,Perfect phone if you buy this in under 13k
781,4,Value for money
782,4,This is good gaming budget phone I think charger are add in box 30 watt when is very better
783,4,A good budget phone but need some improvement.
784,4,Nice camera. I am happy.
785,4,"This phone is great in this price.
Awesome display and performance too
But the single problem is it takes too much time for charging otherwise the product is value for money"
786,4,Good camera and display. Processor is fast. Worth for this price
787,4,Best mobile in this price range
788,4,Good phone
789,4,Value for the money
790,4,Value for money..Go for it everything is good.
791,4,"Very good product in less money 💰
Torch focus is very low👎👎"
792,4,"Realme has given a budget deal breaker, highlight here is processor & wonderful camera. I bought this for daily usage, which comprises lots of calls, some videos, social media & browsing, but Battery being smart which pulls out comprehensively through out the day. Pictures came out beautifully, special mention for outdoor pics."
793,4,Om
794,4,"This phone is very value for money 💸💸
But there is a bug in phone so please clear it realme
,👍👍👍"
795,4,Best phone
796,4,Best phone
797,4,Good and best value for money.
798,4,"This phone is really amazing and the special price on Big Billion Day had blown my mind. Camera is really nice , performance wise I didn't find any issue till now just one things, according to the performance I was expecting the battery backup little bit more. Overall I'm happy with the product. ☺️☺️☺️"
799,4,"Budget phone battery slidely draining soon,overall best phone in this price👌"
800,4,Smart build smartphone
801,4,Awesome 🥰
802,4,I like it
803,4,Wow amazing😍😍😍i got for 10700.. Display battery is awesome.. Only disadvantage is camera clarity i gave 3 star for camera rest all 5 👍👍👍.. Go for it for below 12k.
804,4,Got the phone for best price in sale. But disappointed with the charger. I don't think the charger is realme's one. It takes 3 hrs to get fully charged. Big disappointment
805,4,Good
806,4,"Awesome 👌 👏 mobile 📱
Nice and updated new server and best budget phone"
807,4,Good
808,4,Fast delivery. I will review after some time
809,4,Good quality build
810,4,"IT TAKES VERY LONG TIME FOR CHARGE ALMOST
3 HOURS TO CHARGE 0-100%
But in this price range one of the best phone"
811,4,"1) Battery Super but charging time is more than 2hrs with the supplied charger
2) Camara outdoor is kind of fine but night photography will be nightmare for this phone
3) Performance for normal tasks no issues
4) Screen quality is also good

Overall good value for money just that if you compromise with poor night camara and if your buying for your parents or for someone who don't play much if games this phone is highly recommended."
812,4,NiceNice phone
813,4,"Awesome phone. excellent performance
Value for money"
814,4,Must buy
815,4,"The camera is utterly disappointing , the 50 MP camera is bogus . I expected much better quality with a 50MP Samsung's Camera sensor . The front camera is good but doesn't feels like 16MP , my Samsung's 16MP front camera clicks better selfies than this .)

I hope realme will rectify the issue and may be patch this issue with any OTA update . (Expected)

I'm also tired with the google dialer , it notifies the callers if the call is getting recorded everytime . But we have to get used to it ,...
READ MORE"
816,4,Super phone
817,4,Good
818,4,Front camera is good but i don't like the back camera and flashlight is very low it takes time to charge the phone but after charging battery backup is good sound quality is good phone working fine overall at this range and within budget this phone is good👍👍
819,4,Gyd product but must be an amoled display
820,4,Nice product
821,4,Good mobile in this price range.
822,4,"Camera is good (try with Gcam)
Battery Is also great
Still the processor needs some stabilisation....(maybe they will do it with an system update)
But Overall it's a good package 😀"
823,4,"I dont like to write long passage,in just one word-
Quietly impressed with set."
824,4,Good
825,4,Realme should improve their user interface and properly release source codes
826,4,"Realme 8i is all rounder-best camera quality, best performance, super display, good battery backup🥳 value for money 🤑 thanks flipkart for your very quick delivery 🚚"
827,4,Astonishing
828,4,"Nice phone in the budget, iam satisfied. Unboxing &review in my channel “ creative boy JK”"
829,4,Performance is very nice but camera is average
830,4,Nice phone
831,4,Good
832,4,Fantastic
833,4,Best in the price range 10-11K
834,4,Supar s upar
835,4,Good
836,4,Value for money
837,4,"Today I got this phone. It looks pretty, it's sound and video qualities are great and the performance is also good, but it had some fault in it's torch light and the battery backup is also little bit disappointed. Overall the phone is good, but it's budget range is little bit high..."
838,4,Good
839,4,Just Wao...Good Phone ...go Go Go .....Solide...
840,4,Good camera
841,4,"Just awesome in every part whether I talk about camera, display, performance, in hand feel, look . Highly recommended"
842,4,"Nice phone
Thenks flipkart"
843,4,Nice
844,4,nice phone with low price and battery is too good.
845,4,Good
846,4,Awesome
847,4,Nice phone
848,4,"Worest mobile phone , iam lot of issuees on tfhis mobile phone , over heating and , hanging problem with is mobile 👎👎👎👎👎👎👎👎"
849,4,120Hz Display is awesome
850,4,very nice model... but.... camera is not good.....
851,4,Very Good
852,4,Good one
853,4,Nice smartphone.working fine..
854,4,Good
855,4,Good
856,4,Ok
857,4,I am very happy to buy this mobile because it is the best mobile in this money
858,4,Nice phone
859,4,Nice phone in this segment
860,4,Over all Decent Product
861,4,It is good but the back up of battery and camera is not ok
862,4,WoW!
863,4,Ober good value for money from realme
864,4,Good Rate
865,4,Good 👍
866,4,Very good 😊
867,4,All good
868,4,Super mobile
869,4,Good smart phone.
870,4,Good
871,4,Nice product
872,4,Phone is good and its performance is osm..
873,4,Okay
874,4,Nice phone
875,4,"Battery takes long time to charge
Camera is really good
Processor is good let's see if it hangs or not
Overall it's really nice phone till now , let's see what happens in near future"
876,4,Good
877,4,"Lol I wonder how come I am the first one to review this mobile.
There is not much to say about this one.

The Camera is Mediocre and don't expect anything crazy from this camera.
Front camera is good for occasional selfie as it lit up the scene through AI.
UI is good enough.
Charger is fast enough.
Doesn't support 5G.
Don't expect great gaming experience from this. Play on medium settings okay.

Actually I bought it for my mother and she is having zero problem with it. I personally don't thin...
READ MORE"
878,4,Good
879,4,"Nice Product.

But weight is too much."
880,4,Good
881,4,good to use for gaming
882,4,Value for Money
883,4,Good
884,4,Camera 📸 OKAY OKAY
885,4,Superb
886,4,Super Quality
887,4,Nice
888,4,Tq realme....❤️🥰
889,4,Got is at 13k at discount. Overall good at this price range. Don't expect too much. A 33Watt fast charger would be great. Still 18Watt charger does the job.
890,4,Over all look is Attractive and Good picture quality camra is also Good with 5000mh bettery. An Awesome version launched my Realme
891,4,Nyc
892,4,Good product
893,4,Good
894,4,Display processor and battery camera phone nice just go for it🔥
895,5,"Nice Camera
Nice product
Nice quality"
896,4,"Battery is not good
Performance is super"
897,4,Nice mobile
898,4,Super quality mobile just did a boss delivery mobile
899,4,"Hi,

Received mobile in 2 days. We are happy. First time I purchased the Realme product.

Camera: 4/5

I have Redmi Note 8 and compared both the Cameras.

1. Redmi Note 8 is taking a clear picture whereas Realme does not.
2. Realme shows extra brightness (over colors) while taking pictures
3. In zoom, Realme picture is the worst

Colour: 3.5/5

1. Phone color (purple) is not that much which is shown in the Flipkart images.
2. In real, the phone color is very lite and dull.

Size: 5/5

Displ...
READ MORE"
900,4,That's amazing
901,4,"It's really good phone
Worth for money"
902,4,"Overall, not bad phone"
903,4,Good features at this rate and quick delivery
904,5,"The smartphone comes with a big display of 6.6 inches with an IPS LCD capacitive touchscreen. The resolution is 1080 x 2412 pixels and the screen PPI is 400. The operating system of the device is Android 11 + Realme UI 2.0. The smartphone is powered by a Mediatek Helio G96 Octa-core processor and the GPU is Mali-G57 MC2. The internal storage is 128 GB with 4 GB RAM. Realme 8i consists of a triple-camera 50 MP (wide) + 2 MP (macro) + 2 MP (depth). On the front, there is a single 16 MP (wide) c...
READ MORE"
905,5,"Phone is very good according to the price, its camera quality is Well good picture is just like iPhone.
First you buy it then trust it. Trust in my experience after purchase this phone. The phone is in affordable price. Best battery backup. I have received this phone today. Selfie camera is also good. Overall performance is excellent . Trust me you won't regret this phone."
906,5,"Nice phone 📱 back camera es so nice zoom clean zooming pic sellfie camera nice thank you flipkart

I I'm today happy I play free 🔥🔥🔥🔥"
907,5,"Realme 8i is powered by an octa-core MediaTek Helio G96 processor good for gaming at medium settings. Good battery life around 5000 mAh but not enough for a day while using on 120hz refresh rate. 120hz feels good but need little more optimization.
Camera is like 3/5. Overall phone is about 4/5."
908,5,"All things about realme 8i is at the top.
But you have to be patient regard it's charging.. it take _> 2 hrs till it's full charge.
Camera is osm🥳 loved 💕 it"
909,5,"Okay so here's my first impression, I bought the space purple and the colour looks quite dull, u should go for space black it looks more good on that.. the design is good but the back panel is of plastic nd is a fingerprint magnet and will get scratches very easily so be carefull..

Performance is just really good, played bgmi for 3 hours it's really good at smooth extreme

Camera is okayish, should have given a ultra wide camera too .. but the 50mp camera also catches good photos

Display i...
READ MORE"
910,5,"Very nice phone at this price point
Processor is awesome
Camera is average
Battery is good
FHD +Display is very good but not amoled"
911,5,"So happy to buy this phone during Big billion days. What a value for money this beast is.
1) Helio G96 is best choice in this price range. You can easily play steady 60fps BGMI with GFX tools.
2) The touch response is also excellent considering its price.
3) The phone runs buttery smooth due to its 120Hz refresh rate.
4) The camera is decent in this price range.
5) Widewine L1 is also provided.
6) Didn't order the phone for its looks but was happy once I felt it in my hands. Comes with a p...
READ MORE"
912,5,According to the price It will not disappoint you. Battery is good uh can easily use upto whole day and still be left with some battery. And performance is also good for normal users although i am not a gaming user but i installed Asphalt 9 once and it was a smooth experience no lag no nothing.. Overall it is good budget friendly phone
913,5,Very good phone in this budget{include offer} go for it good camera good battery good diaplay good performance
914,5,"Better smartphone in this price range, as per my opinion overall performance is nice. You will definitely love it as you use it. Good competetar to other in this price range. Camera is good. Battery backup is nice as per your requirement. Competible to day to day use. I shoot this image at night as you see."
915,5,the product is very cool in everything. the camera quality of phone is awesome and the touch is very smooth this phone is really called as value for money
916,5,Superb...
917,5,Very good and super picture quality..
918,5,Good phone
919,5,Very good
920,5,"Camera 4
Bettery 5
Display 4
Performance 5

All over good product in this price range 😃"
921,5,Mind blowing smartphone this price range..thank you..flipcart for fast delivery.
922,5,"Nice mobile
Look5"
923,5,Nice product in this segment
924,5,Superb Mobile... camera is very good and display is very nice. value for money.
925,5,Very nice phone 👍👍📱
926,5,Design is awesome
927,5,"Good device, proformance, camera very good phone"
928,5,"Very nice mobile,
Nice processor
Nice camera
Very good quality ram extension"
929,5,Smooth display with 120Hz. Massive battery backup.
930,5,"Superb phone, I like it. It is very smooth to use."
931,5,Superb quality
932,5,Good performance and best display
933,5,Camara is osam
934,5,Product is so beautiful 😍
935,5,Suppar camera .....
936,5,The phone is good according to the price point but secondary noise cancellation mic is not present.Noise is very high when you play video due to absorption of extra noise...Except this all feature is good.
937,5,Camera quality was so good and touch was so good👍👍
938,5,Mast as this prize ultimate
939,5,Super😍
940,5,Camera 📸 very good 😊😊selfi camera 📸 good
941,5,Super camera gud performance
942,5,It phone very nice battery charging hard speed
943,5,Performance is very good
944,5,"Excellent 👌... seemingly fluent, great camera, good battery back up. Will update the review after one month."
945,5,Good
946,5,Good phone camera average
947,5,Performance Good. Battery Good value for 💸💰
948,5,Super
949,5,Nice product
950,5,"It's looking Gorgeous???
Very fantastic looks & design.
And it's camera also Very nice.. 50MP.??
Performance G96 very well ,with 120 hz display.. I am very happy with this Device.."
951,5,Very nice 👌👌
952,5,Nice product
953,5,Jordar Phone
954,5,Very nice
955,5,Superb phone at this range
956,5,"Super and fantastic, battery is very bad"
957,5,Just Amazing.
958,5,"Realme 8i so perfect
thanks for flipkart"
959,5,Nice
960,5,Very good phone 😌🙂😏🙂🤩🙂🤩🙂🙂😏🙂😏
961,5,Very nice mobile 🙏🙏🙏🙏🙏
962,5,Very nice phone in this price
963,5,Camera best
964,5,Awesome and handsome....
965,5,Nice mobile
966,5,Most valuable phone
967,5,Awesome
968,5,"Good Quality and Camera good performance.
But Flash is low.
Others all performance is Too good."
969,5,Back camera quality is very good 🙂. satisfied with this phone 🖐️💜
970,5,It's good
971,5,Great product
972,5,Nice Mobil super new lunch modal
973,5,Overall Nice Mobile 👍👍
974,5,Value for money
975,5,"Superb product, worth for money"
976,5,Good product
977,5,Good mobile
978,5,Good looking.
979,5,Good
980,5,"Good mobile, go for it👍👍👍👍👍👍💕💕💕"
981,5,"MOBILE IS NICE AND PROCESSES IN VERY GOOD PRODUCT IS VERY MUCH THANKS REALME
😍😍😍😍"
982,5,Camera very good. value of money
983,5,Soo good
984,5,"Very good product
Nice mobile 8i"
985,5,Nice look performance is good
986,5,Okk
987,5,Product is good and working very good
988,5,"Awesome phone at 12000
Nice camera
Battery durability is good
It's Big screen
And also good quality 🐱"
989,5,"Best mobile and camera and battery backup very good....🥰 5/10/2021
😘"
990,5,Very nice phone
991,5,Nice phone
992,5,Nice camera quality
993,5,Value For money.
994,5,Would have preferred a wide angle camera instead of macro
995,5,"Fabulous perfomance.Sound quality was Nice,Camera also very good anyway thank you so much Flipkart i received product before the date👍👍👍"
996,5,"Best mobile under 14000 ..👌👌👌
Value of money 🤑🤑"
997,5,Best one in this range ! Just go for this
998,5,Selfie camera very nice
999,5,Very nice 👍 and superb performance.. value for money
1000,5,"Amazing
Camera is excellent
Battery is excellent
Display is excellent
Performance is 5/5
Overall amazing mobile in this budget"
1001,5,Nice phone but wait is heavy
1002,5,My Thinking are Wrong I Thing White Colour Is Best Comparison Between Black But Black Colours Are Best My Thing Are Wrong😟😊😔🙁
1003,5,"The only thing I don't like is the call recording announcement like ""your call is being recorded"". You cannot record silently as it uses google dialer. Also, ram expansion is more needed in 4 gb version but they gave it in 6 gb RAM version only. Rest accepted according to its price."
1004,5,Thankyou flipkart
1005,5,Good Phone At This Price Range With 120Hz Display And G96 Procesor Good For Gaming
1006,5,Good product
1007,5,Good for use
1008,5,Best prodect
1009,5,Beautiful 🥰🥰🥰🥰
1010,5,"Overall Good mobile
But There is no dynamic Ram expansion in 4 gb Variant..."
1011,5,good one
1012,5,Great purchace..every thing is perfect
1013,5,Awesome product and most valuable
1014,5,Excellent 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌
1015,5,Perfect
1016,5,Very 🙂 nice product
1017,5,Best mid range device... performers camera display superb.
1018,5,Amazing phone
1019,5,Super phone heavy discount for flipkart
1020,5,Good camera good battery and display too.
1021,5,Good
1022,5,Nice
1023,5,"The mobile design was super
Camera performance good
Smooth operating..."
1024,5,Perfect phone under 15k
1025,5,Good one
1026,5,NICE SMARTPHONE
1027,5,A very nice phone. Everyone can order this phone. Battery Charge Very Good Camera Awesome A Very Good Set Charging Quick Service Exchange Offer At This Price This Phone Is Very Good !! No one else can offer this Flipkart thanks for Flipkart !!
1028,5,Nice phone great features. Phone battery and camera it's too good. Overall experience is good
1029,5,Good product
1030,5,"I am happy with this product, full satisfied with this performance"
1031,5,very nice & best product on this plateform.. overall very best so I will suggest that buy this product on this site.
1032,5,It is more best than realms 50A naranzo
1033,5,Awesome 😎
1034,5,Ok
1035,5,Best mobile
1036,5,This phone very good
1037,5,Good
1038,5,Good look
1039,5,"All is good!
CAMERA - 5/5
Battery Backup - 5/5
Display - 5/5"
1040,5,Nice Product
1041,5,Brilliant
1042,5,Very nice
1043,5,Good anooo okko
1044,5,Good
1045,5,Nice product
1046,5,good
1047,5,Today delivered my product and I'm very happy with my phone.
1048,5,It's look its camera it's experience everything is soo good.
1049,5,Good
1050,5,Very good I
1051,5,Awesome
1052,5,Very premium looks and latest camera design .looks like silver metal body signing..
1053,5,"Just one thing to say..... Superb phone it's!!
One thing realme should work for it that the device support Only 18w charging,,, it almost needed 30w or 33w! Although the product is totally nice."
1054,5,Phone pic in night
1055,5,Good
1056,5,"If you want an affordable smartphone with a high refresh rate display and versatile performance, the Realme 8i would be a great choice"
1057,5,Owsam Delivery and owsam flipkart services I like flipkart
1058,5,"Ovee all good..camera is ossom...battey back up is very good..1 day battery back if use normal use..if heavy use 7 8 hour battery back up.120 htz very smooth.ram managment is good.

Overall 5/5..

Phone is very slim"
1059,5,Best
1060,5,"Very good battery backup excellent
Camera good all good I like this ph"
1061,5,NICE
1062,5,Got good mobile. Thank you flipkart.
1063,5,Super
1064,5,Nice mobile
1065,5,Super
1066,5,Thankyou Flipkart for this amazing product 👍🙂
1067,5,Good
1068,5,Awosome deal
1069,5,Happy
1070,5,Its so amazing ❣️❣️ i like it
1071,5,"Nice 🙂🙂🙂
Phone looking good"
1072,5,Phone is beautiful
1073,5,Verry good product
1074,5,Thanks
1075,5,Excellent
1076,5,Awesome
1077,5,Good phone under this range
1078,5,Awsome product I like it so much but heating too much
1079,5,Good
1080,5,Extremely good ..must buy if u want
1081,5,Good
1082,5,"Awesome Product
Phone is very good according to the price, it's camera quality well good, best battery backup, selfie camera is also good.Overall performance is excellent."
1083,5,"Very good mobile
Value for 🤑
Battry 100% ok
All in one product"
1084,5,Best mobile in the given range...!!
1085,5,Best budget phone with all features
1086,5,Good priced
1087,5,Amazing phone
1088,5,Like it
1089,5,Super mobile
1090,5,Super powers
1091,5,Perfect Mobile thnx flipkart.
