index,ratings,reviews
475,3,Camera very poor
476,3,"Camera quality is bad
Mobile is heating"
477,3,Good phone in this price.
478,3,"Phone is ok.
Look is a bit different.
Display is average.
Camera 50MP is like 8MP camera.
Camera is the worst thing in this phone.
No color options are available except 2 dull colors.
Battery is really good.
Pubg mobile works fine.
There is lagging in Freefire.
Fingerprint works quick but Face unlock is useless.
There is a drop notch in display, it looks ugly.
Atleast , punch hole display should have been there."
479,3,It's ok good product but to let delevary... but. Happy'
480,3,Battery performance good camera very very poor performance
481,3,"I used oppo f11 and it is far better than this. Charging is very slow, call recording not working for all numbers, lagging in deleting messages, overall phone is slow."
482,3,Ok
483,3,Prize wise good mobile.
484,3,Average
485,3,Front camera is poor and battery backup is very bad . Otherwise this phone is average.I hope in next update they problem will be solve.And Flipkart service is very bad
486,3,"Not impressed at all, this is my first realme phone but does not meet my expectations. No fast charging but it has 18 watt charging, taking about 3 hours to charged fully , camera not good as 50 mp, front is not up to the mark also, battery backup is decent, display and performance average, missing notification led, better could have gone for other brand, not satisfied.
Flipcart delivery was great, 2 days earlier they estimated, thanks fkt."
487,3,Everything is good
488,3,Battery 🔋 slow charge
489,3,good phonecome with gud batterry backup and look is also gud of this pon if we talk about camera is not much gud beacause not clearly vision after 50 m p
490,3,"Not so bad , any one can use it ."
491,3,"Mobile is very good,but service is very late,"
492,3,"Experience about 2 months of use.

Battery backup extraordinary.
Display quality is too good.
Sound quality is also good.

Camera quality is too worst even with 50MP shoot.
Even other phones of realme having good camera quality than this with their 8MP or 13MP."
493,3,Good
494,3,Ok .but price is high.
495,3,"Good battery
Good performance
&. Worst camera"
496,3,Not bad ok for use
497,3,Good phon on this bought
498,3,"50 mp camera is just making fooooool 🤮
Very very bad camera
Buy this phone on your choice

U have a two better option in same price
#micromax In note 1
#poco M3"
499,3,Selfie camera performance is not good
500,3,"Sound quality is very bad
Low sound"
501,3,Nice
502,3,"1. Display resolution is very very bad. It is like duplicate display... 2/5
2. Camera 📷(front) is like VGA camera.. And back Camera is average. 3.5/5
3. Back panel is very very cheap plastic. 1/5
4. Battery is just ok. 4/5
5. Performance is average. 3.5/5
Go for realme 8i with close eyes.."
503,3,Average
504,3,Camera useless
505,3,"Looks good, from last 2 days its good. Only price is high Rs.9899 it should be 8K. This is not 5G.
Handset by look is awsome and colour is too good.
I bought this is for my wife and she is happy.
I gave only 4 star due to it's price.

Camera is very poor not seem like 50 MP its look like 8MP camera."
506,3,"Detail review
1.bad thinks
So bad build quality
No protective cover
So much bad camera both side not even compare 10MP.

Good
Charger in box 18w
Good battery 🔋
Very good processor

This product value under 10000/-"
507,4,"Thanks again Flipkart team the wonderful delivery on time. Kind delivery boy.
This product purchased for my Mom 😍 and she is very happy gifted to mom on her birthday 🎉
She is so happy!
Amazing product from realme

a. Awesome built quality
b. Best Battery 🔋 little bit heavy but, it's fine to handle afterall it has 6000 mh battery 🔋
c. Camera is good 🤳 front and back both. It will be better maybe after some updates.
d. Display is also good

Thanks again!"
508,4,"Positive sides :
1. Battery is very very powerful. Certainly exceeds your expectations.
2. performance wise this phone is a very good purchase . smoothly functioning ..no lag..no heating issue.
3. Day light pic quality is above average. Selfie camera good.
4. There is dedicated slot for memory card apart from slots for 2 sim cards.

Negative sides :
1. Both rear and front camera in low light disappointing.
2. Display could have been Full HD+ instead of HD+. Realme has disappointed its custome...
READ MORE"
509,4,"It is a decent budgeted smart phone and main pros are Durable battery , big display good performance and good design with gaming processor from Helio G85. And Android 11

The corns are bit heavy and need lots of time to charge and heat bit while charging the phone."
510,4,"I bought it as a secondary device but was surprised by the camera quality at daylight (low light pics though are bit disappointing)
Battery backup is quite good with 2 days of back up with normal usage.
Display is also good for the price which one is paying.
No lags whatsoever though I haven't tried any high graphics games on this one.
Finger print sensor too is very responsive but is slightly misplaced on the back panel(should have been at the centre).
Over all a good budget phone(a complete...
READ MORE"
511,4,"Front camera can be a bit better,
Apart from that for 11k , u get a beast of a phone
No competition for this price ,
18 watt for 6000 mah battery ,
Helio g 85 , 128 gb rom 4gb ram , looks good in blue color , clean U.I.
I LOVE IT FOR WHAT I PAID😁❤️❤️"
512,4,"This mobile has good features but battery doesn't seems to be an that much good performance though having 6000 Mah others features are great and display is awesome gaming performance is also good as well so overall nice phone and only big draw back Narzo should start giving silicon case which is not provided in the box.

Basic need to protect the mobile."
513,4,Nice phone but if you want a good display and fast charging then go for realme narzo 30.
514,4,Price wise perfect 👌.. Its claiming fast charging but its not.. Camera is good but not as expected.. Nyc performance.
515,4,"Everything looks good except slow charging. In today time realme in launching a mobile costing Rs. 14000 without fast charging, it's surprising. Although realme claming it 18 watt quick charge. Such a big charger, but charging so slow 😔"
516,4,Back camera and battery is very good
517,4,Nice mobile good
518,4,Nice 👍 Smartphone good
519,4,"Average phone
Acutely 9000 range phone"
520,4,Amazing camra
521,4,good
522,4,":- BATTERY BACKUP JUST OSM BUT CHARGING NOT FAST
CAMERA IS USABLE NOT BAD
BIG SCREEN
SELFIE IS DECENT
PROCESSOR IS DECENT
ALL ABOUT GOOD OPTION IN 10K
NO LAG ISSUE AND HEAT ISSUE

BEST FOR PARENT'S USE ❤"
523,4,"Narendra Sethy
Very nice 👍 product"
524,4,This product is wonderful but the camera is not bad nor good
525,4,In this price sigment it should has Full HD+ display but it is only HD+ and processor g85 . Overall okey. Not too good.
526,4,Satisfied by the price
527,4,Really nice mobile good camera and good display no hang issue battery Vera leval🔋 really awesome thanks Flipkart and realme😍😍🥰🥰
528,4,All over Good
529,4,"It was totally a mixed experience in terms of camera in light it produces fantastic photos and in low light it produce the photo like its some cheap kind of 2MP camera from nokia phones.
Performance is good according to price."
530,4,Osm and looking attractive...
531,4,Display Is Average .. Battery Back up Good . Camera need improvement .. average ... value for money in this price segment
532,4,Awesome phone..but slow charging
533,4,Nice product in this range
534,4,Good product and value for money
535,4,"Good smartphone
Good smartphone good performance"
536,4,Good Product
537,4,A very nice product .. fully matched with my expectations...value for money...nice performance...go for it??
538,4,Best and no comments for bad reviews. You can go with this product. Super 👌 👍 😍
539,4,Good but portrait mode is low
540,4,"Good products
Powerful battery
Nice camera
Powerful gaming processor
Samrt Finishing"
541,4,"Overall Good phone
Battery backup- excellent
Camera - average
Display- Good"
542,4,This is really a huge phone.Camera and speakers are decent.
543,4,"Bettry power so good very good
Display v good
Back camera good but selfe camera not good"
544,4,nice product
545,4,Best performance
546,4,Nice
547,4,Good
548,4,Everything is ok except no 4K video recording option in 50 MP main Camera
549,4,All good but disappointed with the camara quality. In this range of mobile i think need to improve your camara quality.
550,4,Good
551,4,Good
552,4,Nice smartphone....
553,4,I like it
554,4,Better
555,4,"I am using this phone since last few days ,the battery is so powerfull ,but at the time of buying this phone I saw its also supports 18 watt charging but after i put this phone on 18 watt charger the phone is not charging fastly ,it's taking 3 hr to charge fully ,it's really disappointing."
556,4,Value added for money
557,4,Battery was awesome but camera not so good ... although this phone is value for money
558,4,Good phone but price are little high
559,4,Good
560,4,Nice product
561,4,The mobile is good
562,4,Value for money
563,4,Good
564,4,"Good performance
Could be lesser price than it has"
565,4,Best mobile realme Narzo 50A
566,4,Very nice this product
567,4,Very good phone . Must buy.
568,4,Nice mobile
569,4,Good mobile and value for money. HD+ display looks bit dull... FHD could have been better... Camera is above average and battery is good
570,4,Nc
571,4,Good
572,4,Excellent.... ✌👍
573,4,Wow
574,4,Good
575,4,All best but camera is not best
576,4,Overall it's a good phone as of now. I bought it a week back. Let me see how it works after 2 or 3 months
577,4,Mobile is good 👍. I Like
578,4,Good
579,4,"Some times phone being hanging otherwise it's worth for money,battery too good giving 5stars, display and camera was nice"
580,4,Nice
581,4,Product is good but delivery agent talking like disrespectfully
582,4,Good
583,4,ok
584,4,Camera is good ..and ulta look like Apple and functional is also like Apple
585,4,Well
586,4,Narrow 50A good phone
587,4,The product is really very good in this price range.
588,4,Good
589,4,Nyc
590,3,HD display but it is bright and good quality display. Fingerprint sensor is very fast. Overall it is a good phone 📱.
591,4,Like expected
592,4,Good product
593,4,Good parched
594,4,Good
595,4,Worth that’s enough. good phone
596,4,Good product
597,4,Good performance
598,4,Good
599,4,Good 👍👍 mobile
600,4,Good
601,4,"This Phone is good in this price range.
But the packaging made me lil beat disappoint.
Also it doesn't have back cover in the box..."
602,4,Best budget one
603,4,"You can call is video game player.
It is excellent for gaming. But for others work , it can't run !"
604,4,Phone is best but dilevery is not good
605,4,Good
606,4,Very good
607,4,Good phone under this price range
608,4,Nice phone
609,4,very good mobile
610,4,Best smartphone
611,4,Nice product.....
612,4,Super
613,4,Good product with affordable price...
614,4,Good one
615,4,Good but more expected
616,4,Nice
617,4,"It hangs a little. But for the price range, it is a fine deal. Battery is awesome. Nice back up"
618,4,Nice product
619,4,"Value for money . Cheap and best phone in this range.
Front camera is little bit not good as expected 🤣"
620,4,Super
621,4,good
622,4,Very nice product
623,4,Good phone
624,4,Good
625,4,Over all a good budget phone.....HD display is the only cons....Must have full Hd display atleast ....
626,4,Good
627,4,Best one..
628,4,Phone 📱 is good but camera 📸 not up to mark
629,4,Good phone. Value for money
630,4,Verry good
631,4,Nice phone in this price
632,4,Good
633,4,Good product
634,4,Good
635,4,Overall all a good phone
636,4,Value for money and very good mobile
637,4,Good
638,4,Good product
639,4,Nice
640,4,Good product I love it
641,4,Nice phone in this budget
642,4,Nic phone bugt price
643,4,perfect Android at this Range.
644,4,Good and better value for money
645,4,Quite cool.... Super in terms of Battery Backup ✌🏻
646,4,Nice phone
647,4,This mobile is good but it vary expensive
648,4,Very Good
649,4,Quality and packaging are super iam impressed..
650,4,Good at this price range
651,4,Good
652,4,So nice mobil
653,4,Good option in 10k range
654,4,"Awesome mobile.......overall is good
Got a very good mobile in this money thank u flipkart and thank u for soo fast delivery our item.....and delivery boy tooo good......."
655,4,The phone was nice but the cost was very high so. We request to low the cost TQ
656,4,Nice product
657,4,This Phone is Good on this Price Range.
658,4,Super superb performance by realme for thank you so much Filipcakt and thank you realme
659,4,"Exchange value not evaluate correct.
Phone is good and performance is ok only."
660,4,Good product
661,4,Good phone superb. very good in size also pocket friendly
662,4,Nice prodect
663,4,Value of money
664,4,Budget smartphone
665,4,Good
666,4,Nice products
667,4,good
668,4,Nice
669,4,good
670,4,Just ok
671,4,"Valueable
Paisa vasool"
672,4,Nice
673,4,"Good one...,"
674,4,"Really this is a very good phone and its battery is equally good, just the camera has a little problem."
675,4,"Small amount with many features back camera was nice , display is ok , battery performance is extremely good"
676,4,nice
677,4,"This mobile phone is good but wright is over...
I think display is good .and bettery is very nice..!"
678,4,Good
679,4,Good for value
680,4,Good one
681,4,It's a good phone at this price range but not the best . If you are looking for good camera then this is not the one . I have been using it for two weeks now . Battery works really well and performance is also satisfactory.
682,4,Quality good
683,4,Good phone and best package and delivery is very good
684,4,Thanks 👍 flipkart
685,4,It's all-around a good mobile within a best budget
686,4,Good
687,4,good phone
688,4,Good
689,4,Very nice product 👍👍👍
690,4,Good
691,4,Good product
692,4,Good product
693,4,This price good product
694,4,Good
695,4,"Best smartphone then other brand's
It's like perfect budget smartphone"
696,4,Good
697,4,Osm
698,4,Good
699,4,"Nice mobile but, camera quality need to develop"
700,4,Ok
701,4,Very good mobile.l like this mobile
702,4,Satisfactory in this budget
703,4,Camera quality superb.
704,4,Good
705,4,Performance is good. If you get it below 10k it is a good buy. However camera does not allow full screen resolution for photos.if it is not an issue..this phone is good
706,4,Good product
707,4,Nice product
708,4,"The handset is good but there's some technical issues on UI
UI need to be fix"
709,4,Good
710,4,Amazing product
711,4,Nice pls product perchage
712,4,All good except display
713,4,👍 nice
714,4,Good to use
715,4,Good
716,4,Excellent mob but processing slowly
717,4,Nice products
718,4,Good
719,4,Good Phone
720,4,Good
721,4,thanks
722,4,Good mobile I loved it...but notification light is missing
723,4,"Budget phone. Overall mobile is good. Battery is extremely good, performance and display ok. Camera is not great."
724,4,Awesome mobile at this price range of real me for money but little bit improve quality at the president I am satisfied with product also quality but little bit mobile theek and heavy or bulky otherwise mobile is very good performance is looking value for money
725,4,Good quality
726,4,"1. Should have Gorilla Glass and Full HD screen
2. For 6000 MAH battery it's taking too much time from 18 watt charger to fully charge. It will take around 3H."
727,4,Good porpsmens
728,4,Best Smartphone in Low Price.
729,4,As per Price it's OK
730,4,Good
731,4,Very nice mobile
732,4,Good phone
733,4,Good
734,4,Working good
735,4,Overall a good budget phone
736,4,Nice product 😊👍👍👍
737,4,"Value for money. Best product in budget, awesome display & battery backup. Good performance"
738,4,Nice
739,4,"Should have to provide fhd display and secondary Mike , and g88 in this price range"
740,4,Good 📱
741,4,Phone touch responds a bit slow. Also the 50mp camera is not that good. Previous versions of relame had better camera optimization.battery is good.
742,4,Nice mobile. Battery backup is awesome.
743,4,I bought this mobile phone for my father. After offer I got this this at 10k. It is pretty good for regular use and not for heavy work like gaming.
744,4,Gud
745,4,Good product
746,4,Good
747,4,Nice mobile
748,4,Is better nice
749,4,Nice realme
750,4,Overall ok
751,4,Mobile in budjet price is good
752,4,Nice phone
753,4,"That's all the pictures of narzo 50 A
Nice phone 🙂"
754,4,Superb
755,4,Very nice mb.camera is osome.betteryi is most powerful.
756,4,"In this price this phone is very good
Pic clicks by this mobile is very good"
757,4,Osmmm
758,4,Good mobile.good delivery boy .
759,4,Good phone
760,5,Good camera
761,4,Worth for this money
762,4,"Fantastic phone... Worth purchase 👍🏻
I'm satisfied with that😍
But didn't get earphones with this phone... 😐
But... It's alright 👍🏻👍🏻
Thank you so much flipkart..❤"
763,4,You can opt for better alternative
764,4,Mobile very good
765,4,Go for it without thinking value for money best mobile phone in this price segment worthy camera battery display overall all very good...
766,4,Super
767,4,Nice product
768,4,Battery capacity is good
769,4,Good phone at this price
770,4,Good
771,4,Nice
772,4,Nice phone
773,4,Ok
774,4,Good
775,4,Good
776,4,Awesome
777,4,Good product
778,4,Nice product worth for money... But not that satisfied with a camera
779,4,Phone wait selfie camera
780,4,Good mobile with low cost comparing with other mobiles
781,4,It's a good phone and pocket friendly too
782,4,"Mobile is Good
battery back very good
Camara is not Good"
783,4,"Nice product, good phone in reasonable price"
784,4,Good
785,4,Good.
786,4,"Ok , when ever I checked my order view in flipkart in flickering on top of the display, remains ok"
787,4,Very good product
788,4,Good mobile
789,4,"Awesome performance 😍👍🏻
Allover good to be used 😊"
790,4,Nice
791,4,Good product for the price I got in festival sales
792,4,Nice
793,4,Good
794,4,Best price and best.phone
795,4,Value for money
796,4,very good phone
797,4,Over alll good phn and features in this price segment
798,4,This phone is really good
799,4,"Battery 🔋 back up is awesome,over all good deal.go for it.AB"
800,4,Value of money i happy
801,4,Good product
802,4,Very good phone
803,4,Value for money
804,4,10000 under is very nice phone
805,4,Good in the segment
806,4,Thank u very much flipkart for delivery my products before delivery date ☺️ N meanwhile your product is good and I love it.. Thanks again priya Ji for your corporation.nd thank you very much Flipkart Team.
807,4,No doubt ph is very good. Camera is decent compared to this price segments and battery life is best in segment. But mobile speakers sounds is very low....and can't heard properly.
808,4,Product is good
809,4,Nice mobile
810,4,Nice product
811,4,Nice
812,4,Good product
813,4,Good product 👍 I'm satisfied...
814,4,Nice phone
815,4,Good product and delivery 🚚 service is good
816,4,Super product smooth aperate
817,4,Good mobile at this range
818,4,Good product
819,4,"Nice product, thanks realme& Flipkart"
820,4,Good
821,4,Nice product
822,4,OK
823,4,"Ok...
But expect this specific in less price"
824,4,Awesome for the money
825,4,Best camera phone
826,4,It is a good phone but i didn't liked its camera.
827,4,Osm
828,4,awsome bet buy for me
829,4,Really good
830,4,Ok
831,4,Good....
832,4,Very good
833,4,Nice
834,4,Good product
835,4,Value of money 🤑
836,4,Overall is good
837,4,That's good
838,4,Nice
839,4,nice phone
840,4,Value for money
841,4,i just loved it.... osm mobile tq flipkart..... 🤩🥳
842,4,Not bad not good average but i love it
843,4,"I expect more than 8MP front camera.
The rest are excellent at this price segment.You never be disappointed."
844,4,Good product in price
845,4,"I think, it's better for me 👍 because of
Good battery backup"
846,4,"Everything is ok and even performance also, but 48MP Rear Camera is not up to the mark. Looks Like 16MP camera, Except rear Camera all are fine."
847,4,awesome and great product
848,4,Very good
849,4,"Battery Performance is Excellent
Rear Camera is Good but Front camera is average
Large Phone and Screen look is good
Front look is nice but Back side is not stylish
It's a bit expensive in comparision with Infinix and Poco brand mobile.
I bought it for just 9449/- in Big Billion sale through ICICI Credid card."
850,4,Nice
851,4,Good Device
852,4,Super Duper
853,4,Worth to buy
854,4,Super model 😍
855,4,Nice mobile
856,4,Very good Phone
857,4,Good at this price
858,4,Good
859,4,"(1) Camera= rear camera is worst 🌟🌟🌟
(2) Selfie camera is good in budget 🌟🌟🌟🌟
(3) Processor= best or better in budget 🌟🌟🌟🌟🌟
(4) Display=Video experience is bad in day light. 🌟🌟🌟🌟 rating in display
(5) body= star 🌟🌟🌟🌟🌟"
860,4,Nice mobile..
861,4,Nice
862,4,Nice mobile super b
863,4,Good at budjet
864,4,Not bad
865,4,Best mobile
866,4,Everything is fine
867,4,"This phone is good and it arrived earlier then it say...but in this video we watched the accessories and the charger is not same as it shown...i don't know why,while charging the phone i touch it and the battery is less.I think the battery is not good at all."
868,4,Don't think too much ..if you are looking for a good phone in budget just go for it
869,4,Gd
870,4,Good
871,4,Nice mobile in mid range
872,4,Best
873,4,Excellent
874,4,Good
875,4,Excellent
876,4,Phone has very good battery backup and no problem of heating after heavy usage......... But only one problem is there that the speaker volume is little low it should more loud other wise phone is great
877,4,Very nice
878,4,Nice
879,4,Good
880,4,Suprb deal👌👌
881,4,Nice
882,4,Good
883,4,It's a very good one ..
884,4,Camera Quality Is Chalibo Paristhiti
885,4,Nice. Phone
886,4,Very good
887,4,Nic
888,4,Good product
889,4,Camera good
890,4,"Nice mobile, go for it.."
891,4,Good but FM radio unavailable
892,4,10k range performance good but camera quality average
893,4,excellent product..
894,4,Supar mebail
895,4,Nic product
896,4,For the budget range it's a good one . Didn't get a case with the box that could have been incorporated.
897,4,Awesome product but price is so high
898,4,Good mobile phone in this budget. I like it.
899,4,"Mobile is Good, Need to upgrade speaker Quality, voice slight slow."
900,4,Best in that range of amount as compared to others
901,4,Good quality 😊.... thanks
902,4,Good 😊 good
903,4,It’s good with this price 👍
904,4,Value for money
905,4,"Value of money, do not include back cover. Camera result is good."
906,4,Good for parents
907,4,They mention it is a 50mp camera. But performance is not up to the mark. It's since like 12mp camera. Otherwise everything is decent.
908,4,"My day to day usage revolves around watching videos, net surfing, social media apps and other WFH things so no gaming experience.
In offer I got in 10000 which is a great deal for budget phones. So in accordance to the price I paid I get 128 GB space and a well to do primary camera, good display, no bloatware, massive battery and fast charging and good performance.
Some minus points -
1. Speaker is average
2. Selfie camera is only 8 MP so not for selfie lovers
3. Phone is slightly heavy ma...
READ MORE"
909,4,Awesome piece
910,4,Super valide battery
911,4,Gd
912,4,Nice
913,4,Best Delivery
914,4,Nice
915,4,Good battery life and build quality but the design is kinda old
916,4,I am writing this review after using the device for 3 days it's just fabulous but just a request to realme UI developer to add fm radio application.
917,4,"Nice product, value for money, go for it,"
918,4,Phone better but little bit heavy weight
919,4,"Camera is avg,battery backup is good...charging is not fast charging"
920,4,"Thanks for flipkart, good mobile"
921,4,Nice one
922,4,Best
923,4,"Phone is little thick in size , grip is good, good camera"
924,4,Super Se Uper
925,4,"If you looking best for for photography not for you, poor Camera quality"
926,4,Good product
927,4,Good
928,4,Very good
929,4,Awsom Mobile
930,4,This mobile is good but charging speed is slow
931,4,Go for it if u are looking for a budget friendly .Don't buy it more than 11000
932,4,Good
933,4,Best phone low price
934,4,"camera is so good
battery super
performance is also good
good gaming experience.
display is good"
935,4,Very nice mobile
936,4,GOOD PRODUCT
937,4,Everything is ok in mobile but camera quality is very bad .but overall mobile is good value for money product
938,4,Very good
939,4,Feels overpriced but battery backup is good
940,4,Ok
941,4,good
942,4,Fabulous
943,4,"Good Phone
Value for Money
Just Selfie Camera quality not good
Battery Is Awesome❤️"
944,4,Front camera is not good back camera is fine . Battery is excellent if you want to for selfie not buy if u want good performance & battery and avarage camera then go for it
945,4,Good Camera
946,4,Value for money
947,4,Good design..And value for money... Flipkart delivery service are good and fast... Thanks flipkart
948,4,Nice product
949,4,Good phone for this budget।
950,4,Suprb
951,4,Good
952,4,Good phone this amazing B Billion day offers
953,4,Good
954,4,Good phone
955,4,I would have rated it 5* the only reason for 4* is realme would have provided full hd+ display as other brands under this segment are providing although i am with realme when they launched REALME x so yesh that's it
956,4,Value for money
957,4,This is most faster and batter phone
958,4,Nice product
959,4,"Pros: after 2days use
No lag in phone
Battery
Look wise good.does the work...
UX experience is good

Cons:
LCD screen , people used to amoled display will not like it much
Camera could have been better
Charging time close to 2.5hrs
Speaker , phone vibrates when songs played outside.

As of now my observations are these will update in future..."
960,4,Value for money buy it
961,4,Very good product.
962,4,Nice
963,4,"As per price best mobile in this segment
Battery ok, camera ok, display ok everything is fine."
964,4,Over all good
965,4,Processor and battery life excellent
966,4,Good
967,4,Nice product
968,4,Best mobail in low budget
969,4,It was really good but i think battery backup should be more Durable but rest all things are good
970,4,Fantastic
971,4,So far good.may be can comment after few days usage
972,4,Good
973,4,Really a good product with fast delivery..love it..
974,4,Good phone
975,4,"Overall Good mobile , Price is high little bit."
976,4,NYC product
977,5,"Excellent!!
Very good mobile. I ordered it to my friend and he is very happy with it. Camera quality is good and battery backup is superb. Oxygen blue colour looks very attractive and rich. Highly recommended guys. Go for it....."
978,5,"Best phone of this best valuable price..
I think front camera is not enough in this price...
Back camera very very good... My rating is __-

Camera-:front-5,back-9,,
Battery--:10
Performance-:8
Storage-:8
Colour-:9
Processor g85-::::8
VALUE of MONEY-;10"
979,5,"Very nice mobile and battry is very extra powar and camera is nice this price range
And delivery boy is very honest ..... Delivery boy rating is 5/5"
980,5,Best phone superb design and colour and performance is so good . Value for money i like it.
981,5,"overall good product, mobile colour is good i liked it, camera back is good front is perfect, online buying is good beneficial for me.I recommend to all that buy online fon its better , always available in color and design. Backup also nice, i ordered and received before time same product nothing damage so i am happy for this. Thanks flipkart"
982,5,I gift this to my mom. The joy in her eyes tells everything. Fantabulous phone. Thanks Realme and FlipKart for bringing this wonderful phone. Packaging was superb. Easy tracking and above all... Super quick delivery. Overall 5 star from my side. Thanks!
983,5,"I GOT THIS PHONE WITH SUPERB EXCHANGE DEAL

Camera is not good upto 50mp
Battery 🔋 is very good 👍
Display is HD only not sAmoled
Speakers sound good
Runs very smooth no lagging 👌.
Overall its good budget smartphone."
984,5,"Very good mobile in low price..👌👌👌👌👌
good camera...
Very good battery backup...
Very good display and very good performance....
Very good mobile for gaming 😃😃"
985,5,Mobile is good battery 6000ma super camera guality Vera level performance is good phone oxygen Blue closers super
986,5,Realme nazro50a is good mobile phone and amount is good for Mobile .and 4gb ram and 128 gb is good phone in your range .best thank you...😃
987,5,"Very nice phone and value for mobile..
Camera good, battery backup is very good
Display nice, and performance is well so overall
Very good mobile."
988,5,Very nice product with bright display and also smooth and great performance
989,5,Front and back camera
990,5,"Excellent mobile in this price, camera is super"
991,5,Awesome mobile. Just too good.
992,5,Very nice
993,5,Good phone 📱
994,5,Amazing mobile.Thanks flipkart.
995,5,good
996,5,I love this phone
997,5,"mind blowing i get it in special price☺️☺️
super performance
camera preety good..
battery super
quick charging
best buy😍"
998,5,It's a very nice mobile you can never get this device in this price battery performance good but heat when you charge your mobile
999,5,Nice phone and smart gaming 👍👍☺️
1000,5,Camera is good
1001,5,Nice phone superbb quality camera.. good deal from flipkart
1002,5,best phone for students
1003,5,Nice phone 📱
1004,5,Lovely
1005,5,"Overall good performance 👍.
Camera is ok.
Battery backup is super.
Thank you flipkart and realme😊."
1006,5,Nice product
1007,5,Osm Product
1008,5,Super 👌 good mobile
1009,5,Its camera quality and specifications are too good .....and battery is too long backup...
1010,5,Very Good quality
1011,5,Very nice phone ... U can buy it ... Camera quality is also good ❤️❤️
1012,5,Mobile is best battery backup but charging is slow .3hour time taken in full charge
1013,5,Awesome
1014,5,EXCELLENT PHONE FOR STUDENTS but NO GYROSENSOR
1015,5,"value for money..
Great"
1016,5,Camera is good.and batter backup is Awesome
1017,5,"ValuE
FoR


Money 💸"
1018,5,"It just took it 25% of battery to last from 4pm to 1 am the next day, battery is amazing, camera is good in this range, but charging is not that good but it can be tolerated, everything else is ok too."
1019,5,So nice
1020,5,Good......
1021,5,Overall the performance of this mobile good in below 10k range.
1022,5,"Best budget phone.
Only front camera not too good."
1023,5,Good product but display only should be full hd+
1024,5,Nice
1025,5,Lot of Thanks for Flipkart team resolve any problem within a.minut .A grateful experience with customer cear .
1026,5,Best camera
1027,5,Mind-blowing phone
1028,5,Nice
1029,5,Good phone I'm SO happy🥰🥰🥰
1030,5,Fingerprint sensor are slightly upward from its normal position so when you try to touch the sensor you'll feel like you are touching camera (but you're not touching camera) except this the phone is good and 128 GB storage is a plus factor in this budget!
1031,5,"Thank you flipkart...
Product is Good...👍"
1032,5,"Best Mobile


Selfie & Back Camera


Charger Type c"
1033,5,So nice and smooth camera with big storage and battery are long last
1034,5,Sonu and camera clearty is so beautiful and display is very very smooth
1035,5,I am so thankful to delivery boy for helping me during delivery and faster delivery. He has knowledge.
1036,5,Nice Product ☺️👍😊
1037,5,Very nice mobile
1038,5,Nice phone awesome camera mind blowing battery back up chip price thanks to filpkart
1039,5,Nice 👍👍👍👍👍👍 i.m happy
1040,5,Very nice / didn't thought I would get this get this in good state but got it
1041,5,Good mobile in this price range.
1042,5,Value for money ok
1043,5,Nice phone 🐱
1044,5,Nice 😘😘😘
1045,5,Osm I gifted my bhai n he really like it....n camera quality is lovely
1046,5,"Good phone for the budget.
Battery backup is good.
Display according to the price it's fine.
Overall a very good package"
1047,5,Worth
1048,5,Best smartphone Realme Narzo 50A.
1049,5,"I bought this phone for my maternal uncle and he absolutely loved it. Good camera set up, great battery and display"
1050,5,"Value for money,, outstanding performance,, nice product,👌👌👌 mind blowing camera quality,,,"
1051,5,Best Performance
1052,5,Phone performance is good. Battery charge takes very long time. Battery Drain is better Because 6000mah.other wise good.
1053,5,Good
1054,5,It’s a great phone and as per performance it’s awesome battery life also very good
1055,5,Good dailyvary at the time and the dailyvary man is helpful...I am Happy and satisfy🙂
1056,5,OSM SMARTPHONE AND LIKE TO KEEP IT IN EMAIL
1057,5,Nice product😍
1058,5,I am fully satisfied with the product...
1059,5,"Camera and battery backup unbelievable.and all over performance is to good,thanks flipkart and realme."
1060,5,Nice Product..
1061,5,Good.
1062,5,Good budget phone and reliable.
1063,5,"Excellent But
3 hour charger"
1064,5,Awesome 👌
1065,5,Nice products
1066,5,BEST mobile under 11000 go for it
1067,5,Nice Phone
1068,5,Back camara nice but front camara bad
1069,5,Excellent product ✌️✌️
1070,5,"1.Camera quality is average

2.battery life is awesome

3. Green colour is looking fabulous

THANKS TO FLIPKART THANKS FOR KOTAK DISCOUNT 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏

I AM PURCHASING 11000 RUPEES"
1071,5,Awesome
1072,5,Beyond expectations
1073,5,Nice
1074,5,"It's a good phone overall...only problem with the UI which seems old, but in turn saves battery consumption.. camera is good at this price, processor/performance is average. Satisfied overall with the product"
1075,5,"Mobile camera amazing
Bettery is so powerful
Nice movie value for money 💰"
1076,5,OSM Mobile
1077,5,Good
1078,5,"Display , Performance , Look very good
Battery capacity not like 6000mah it's 4000mah
& Drain very fast in normal internet usage."
1079,5,Nice one
1080,5,Good
1081,5,Awesome mobile
1082,5,Nice
1083,5,Narzo series is the best
1084,5,Realme best budget phone excellent performance l loved realme brand.
1085,5,Osm picture quality 😍😍thanks Flipkart ❤️❤️
1086,5,Supper se upper
1087,5,Good
1088,5,"I loved the product, its working like makhan"
1089,5,"Super power phone...
Battery 🔋 super..
Camera 📸 50mp👌"
